ContractNaturalId,PlanetNaturalId,PlanetName,CreatorCompanyName,CreatorCompanyCode,MaterialName,MaterialTicker,MaterialCategory,MaterialWeight,MaterialVolume,MaterialAmount,Price,PriceCurrency,DeliveryTime,CreationTimeEpochMs,ExpiryTimeEpochMs,MinimumRating
16443,QQ-001b,Circe,Juniper Galactic Corp,JGC,halite,HAL,79f3917448cc4f6034ece865c41aea34,2.1700000762939453,1,150,30000,NCC,3,1663895909646,1664759909646,PENDING
16438,QQ-001b,Circe,Trade And Craft,TAC,chlorine,CL,ef1d03e7ef924395c2173fc4e4ee8a6f,3.200000047683716,1,100,176485,NCC,3,1663792188306,1664656188306,C
16437,QQ-001b,Circe,Trade And Craft,TAC,chlorine,CL,ef1d03e7ef924395c2173fc4e4ee8a6f,3.200000047683716,1,100,176485,NCC,3,1663792187594,1664656187594,C
16436,QQ-001b,Circe,Warren Inc,WARR,epoxy,EPO,156bbcce730fba6169338d560f05fd26,0.03999999910593033,0.019999999552965164,500,50000,NCC,3,1663785808232,1664649808232,PENDING
16435,QQ-001b,Circe,Warren Inc,WARR,epoxy,EPO,156bbcce730fba6169338d560f05fd26,0.03999999910593033,0.019999999552965164,500,50000,NCC,3,1663785806622,1664649806622,PENDING
16434,QQ-001b,Circe,Warren Inc,WARR,epoxy,EPO,156bbcce730fba6169338d560f05fd26,0.03999999910593033,0.019999999552965164,500,50000,NCC,3,1663785804744,1664649804744,PENDING
16414,QQ-001b,Circe,Warren Inc,WARR,epoxy,EPO,156bbcce730fba6169338d560f05fd26,0.03999999910593033,0.019999999552965164,500,50000,NCC,3,1663571639033,1664435639033,PENDING
16405,QQ-001b,Circe,RegalGoblins,GOB,halite,HAL,79f3917448cc4f6034ece865c41aea34,2.1700000762939453,1,200,34000,NCC,1,1663480947124,1664344947124,PENDING
16404,QQ-001b,Circe,RegalGoblins,GOB,halite,HAL,79f3917448cc4f6034ece865c41aea34,2.1700000762939453,1,200,34000,NCC,1,1663480945556,1664344945556,PENDING
16403,QQ-001b,Circe,RegalGoblins,GOB,halite,HAL,79f3917448cc4f6034ece865c41aea34,2.1700000762939453,1,200,34000,NCC,1,1663480944512,1664344944512,PENDING

