PlanetId,PlanetNaturalId,PlanetName,Namer,Nameable,SystemId,Gravity,MagneticField,Mass,OrbitSemiMajorAxis,OrbitEccentricity,OrbitIndex,Pressure,Radius,Sunlight,Surface,Temperature,Fertility,HasLocalMarket,HasChamberOfCommerce,HasWarehouse,HasAdministrationCenter,HasShipyard,FactionCode,FactionName,GovernorId,GovernorUserName,GovernorCorporationId,GovernorCorporationName,GovernorCorporationCode,CurrencyName,CurrencyCode,CollectorId,CollectorName,CollectorCode,BaseLocalMarketFee,WarehouseFee,PopulationId,COGCProgramStatus,PlanetTier,EpochTimestampMs
6280c234b38d673b1b87551cfe3cfa3b,AJ-120a,AJ-120a,,True,ccb58f3608aa8d7305d677f3e417e7da,0.4546058475971222,0.0996348187327385,2.4022830195766117E+24,41570661000,0.01933535560965538,0,0.00477634696289897,5996836.5,5170.1416015625,True,95.8556900024414,-1,False,False,False,False,False,,,,,,,,,,,,,0,500,0c7a9b5584c97a21932cc1b55f41c70f,,0,1650125988613
207f6fc63334913b16942518c747d903,AJ-120b,AJ-120b,,True,ccb58f3608aa8d7305d677f3e417e7da,0.3110785484313965,0.6679037809371948,4.652026021297641E+23,59761430000,0.0194166898727417,1,0.038406096398830414,3190168.75,2501.69482421875,True,42.76878356933594,-1,False,False,False,False,False,,,,,,,,,,,,,0,500,98a1dc8d81b81cf5eb0dc361c974ef4d,,0,1650125988745
20d1b7f556a22ca713721867a0dd86d8,AJ-120c,AJ-120c,,True,ccb58f3608aa8d7305d677f3e417e7da,1.557403564453125,0.4681880474090576,1.35674361510253E+25,107084419000,0.026539647951722145,2,12.487131118774414,7699737.5,779.1547241210938,True,-62.93855667114258,-1,False,False,False,False,False,,,,,,,,,,,,,0,500,ba831332a4d3e0ef7b4a5459c04c80c2,,0,1650125988908
46f856ae0354166bd0c3d8ce327e7ec0,AJ-120d,AJ-120d,,True,ccb58f3608aa8d7305d677f3e417e7da,0.7684974670410156,0.5326893925666809,3.353503645141064E+24,166049183000,0.017962565645575523,3,1.7227267026901245,5449489,324.0431213378906,True,-91.41980743408203,-1,False,False,False,False,False,,,,,,,,,,,,,0,500,55d93c57893547c0c886768d431b6e63,,0,1650125988688
28de0c7b860344a73db9988b216491df,AJ-120e,AJ-120e,,True,ccb58f3608aa8d7305d677f3e417e7da,1.1412172317504883,0.5969549417495728,1.6651685643289352E+25,322488022000,0.04897978901863098,4,52.366058349609375,9964891,85.91106414794922,True,-118.12837982177734,-1,False,False,False,False,False,,,,,,,,,,,,,0,500,fc7d3f360358e30434e8436caed480e5,,0,1650125988825
4b2ad31505f7b90ecb83cd11c8d00173,AJ-120f,AJ-120f,,True,ccb58f3608aa8d7305d677f3e417e7da,0.8087987899780273,0.40990668535232544,6.858654860424032E+25,548023824000,0.02499721571803093,5,1.0108833312988281,24022978,29.749345779418945,False,-144.7711181640625,-1,False,False,False,False,False,,,,,,,,,,,,,0,500,f10f221f3cc73f50c21103bfd74e4396,,0,1650125988787
f689d3df09cd928d810c6602d14438eb,AJ-120g,AJ-120g,,True,ccb58f3608aa8d7305d677f3e417e7da,2.387291669845581,0.740527868270874,1.0119816652688632E+27,1175297838000,0.03162586688995361,6,1.3748188018798828,53710744,6.4681549072265625,False,-191.81622314453125,-1,False,False,False,False,False,,,,,,,,,,,,,0,500,62989cecbc7bb24d2085b1a348a54a9f,,0,1650125989003
b261f93606cef769d76f81e4d88e7e3b,AJ-120h,AJ-120h,,True,ccb58f3608aa8d7305d677f3e417e7da,2.2899270057678223,0.2275673747062683,1.7445299852738378E+27,1871097090000,0.021336786448955536,7,0.9167591333389282,72003904,2.5520174503326416,False,-183.9515380859375,-1,False,False,False,False,False,,,,,,,,,,,,,0,500,1babedc52904f95a10d08ba0cf41cc25,,0,1650125988878
d0529b6744ffc831a23b53e15f3f575a,AJ-120i,AJ-120i,,True,ccb58f3608aa8d7305d677f3e417e7da,1.3590227365493774,0.4067586660385132,3.534510534336007E+26,3733019555000,0.020879434421658516,8,1.9240214824676514,42070620,0.6411442756652832,False,-228.211181640625,-1,False,False,False,False,False,,,,,,,,,,,,,0,500,42ab9904115790160889c894af0e6573,,0,1650125988947
7a0781b2ba1c6235e4f68216b2c925f0,AJ-135a,AJ-135a,,True,c7584851e1eb724f37090a3e806c4f82,0.9508510828018188,0.8056696057319641,1.1083158939308118E+25,24573316000,0.02662055753171444,0,34.01154708862305,8906420,102.05697631835938,True,-109.45377349853516,-1,False,False,False,False,False,,,,,,,,,,,,,0,500,2c7726b2b8bbb7a905fc0cb7789fb1a8,,0,1650279252999
